id,quote_id,product_type,premium,taxes
6993,1797,legal,25.0,1.71
1450,506,legal,37.5,2.02
21734,2270,full,314.13,65.81
16454,2918,breakdown,16.89,4.54
27442,3258,full,155.96,32.67
18363,7239,full,359.96,75.41
3939,4887,legal,46.13,1.71
247,6901,breakdown,16.89,4.54
17671,1145,full,214.18,44.87
6052,7954,full,315.99,66.2
16446,8138,full,454.36,95.18
8896,4541,full,980.92,205.49
24893,7497,breakdown,25.9,5.91
13865,2666,breakdown,16.89,4.54
4143,486,legal,25.0,1.71
11445,2183,legal,37.5,2.02
2119,2607,legal,25.0,1.71
5699,3705,full,379.5,79.5
28218,839,legal,37.5,2.02
24667,9394,breakdown,16.89,4.54
2537,8436,breakdown,22.9,5.09
15413,5466,breakdown,16.89,4.54
8656,7382,legal,25.0,1.71
21839,8261,full,1068.86,223.91
26645,466,legal,25.0,1.71
3648,4100,full,309.98,64.94
26377,2512,breakdown,16.89,4.54
17490,9000,legal,69.23,2.27
29768,5132,full,189.75,39.75
25923,3316,legal,25.0,1.71
20826,9685,breakdown,16.89,4.54
23838,7192,full,359.52,75.31
9401,8339,breakdown,16.89,4.54
28416,2523,full,169.37,35.48
5099,4684,full,357.82,74.96
17428,8343,breakdown,16.89,4.54
29290,5906,legal,25.0,1.71
28880,5025,breakdown,16.89,4.54
23250,3243,legal,37.5,2.02
5659,5173,breakdown,16.89,4.54
23680,3988,breakdown,22.9,5.09
11129,8939,full,527.25,110.45
19826,5396,breakdown,22.9,5.09
27297,1085,legal,30.0,1.71
8064,3470,legal,25.0,1.71
7663,9741,full,434.16,90.95
12430,9972,breakdown,16.89,4.54
16094,2557,breakdown,16.89,4.54
20559,6080,legal,46.13,1.71
19327,4363,full,469.53,98.37
23480,1807,breakdown,22.9,5.09
4533,7230,legal,46.13,1.71
24288,894,breakdown,16.89,4.54
15455,3416,breakdown,16.89,4.54
2267,988,legal,37.5,2.02
15125,5160,legal,46.13,1.71
4537,9338,full,424.11,88.84
20068,3986,breakdown,16.89,4.54
23622,3935,full,164.01,34.36
17260,9027,full,535.8,112.24
24567,2268,breakdown,16.89,4.54
14588,272,breakdown,16.89,4.54
11991,6395,breakdown,16.89,4.54
21875,2711,breakdown,16.89,4.54
14107,3546,full,368.69,77.23
16711,3265,legal,37.5,2.02
24145,5525,breakdown,16.89,4.54
29325,8699,breakdown,22.9,5.09
21572,3289,breakdown,22.9,5.09
25746,7326,breakdown,16.89,4.54
2262,5722,full,192.29,40.28
17075,5935,legal,25.0,1.71
15750,3874,full,598.32,125.34
7462,1543,breakdown,22.9,5.09
25435,8714,breakdown,16.89,4.54
17682,4907,legal,25.0,1.71
24270,205,full,248.18,51.99
28539,4353,full,380.68,79.75
963,3843,legal,25.0,1.71
8159,764,full,232.4,48.69
19183,6601,legal,25.0,1.71
9288,8977,full,152.23,31.89
26954,8315,breakdown,22.9,5.09
8089,1915,breakdown,16.89,4.54
29857,5966,breakdown,16.89,4.54
5303,6622,breakdown,22.9,5.09
22417,5822,breakdown,16.89,4.54
11826,9024,legal,37.5,2.02
24240,8985,full,192.86,40.4
25679,7366,legal,37.5,2.02
15209,3615,legal,46.13,1.71
2677,4543,full,242.81,50.87
6607,8567,full,101.2,21.2
23140,1875,legal,25.0,1.71
5263,630,breakdown,16.89,4.54
17398,7903,full,326.2,68.34
15966,4413,breakdown,16.89,4.54
21913,9782,full,1715.98,359.48
27115,7619,breakdown,16.89,4.54
14416,38,breakdown,16.89,4.54
29687,1876,breakdown,16.89,4.54
7546,7469,breakdown,16.89,4.54
9284,9064,legal,25.0,1.71
4901,3913,full,806.76,169.0
23874,4423,legal,46.13,1.71
9944,2704,full,279.64,58.58
8511,5355,breakdown,16.89,4.54
3160,1911,breakdown,16.89,4.54
8943,7127,full,394.77,82.7
4648,5286,legal,37.5,2.02
15182,2609,legal,25.0,1.71
22098,4762,breakdown,16.89,4.54
22454,4870,legal,25.0,1.71
13151,3605,breakdown,16.89,4.54
15369,4156,breakdown,22.9,5.09
22541,1770,full,894.54,187.39
11636,1922,legal,25.0,1.71
25087,5395,breakdown,16.89,4.54
6558,4599,full,215.93,45.23
9674,3315,breakdown,16.89,4.54
20910,8026,breakdown,16.89,4.54
9482,3373,legal,25.0,1.71
6140,9410,full,346.26,72.54
2384,1074,legal,46.13,1.71
14731,1882,full,476.73,99.87
5831,4141,legal,25.0,1.71
9731,8076,legal,25.0,1.71
17377,420,breakdown,22.9,5.09
21191,8717,legal,37.5,2.02
4785,585,legal,37.5,2.02
25733,4136,full,642.16,134.52
847,1959,legal,25.0,1.71
16457,7048,breakdown,22.9,5.09
15214,4355,breakdown,16.89,4.54
25197,598,breakdown,22.9,5.09
29975,3131,breakdown,16.89,4.54
13245,8713,full,101.2,21.2
25672,2066,breakdown,16.89,4.54
14506,5109,legal,25.0,1.71
20467,3719,full,581.37,121.79
7495,1509,legal,46.13,1.71
26239,2023,full,152.23,31.89
25339,9848,full,1426.92,298.92
15409,2900,breakdown,22.9,5.09
19035,3177,breakdown,16.89,4.54
23550,6843,full,580.45,121.6
23268,5025,full,189.75,39.75
8498,3004,full,407.38,85.34
11640,2187,legal,25.0,1.71
26017,6161,full,445.45,93.31
11323,978,full,292.95,61.37
27881,6718,legal,25.0,1.71
9072,1089,breakdown,16.89,4.54
1373,7129,breakdown,16.89,4.54
29604,2497,full,152.23,31.89
11542,3857,legal,25.0,1.71
29663,560,breakdown,16.89,4.54
17726,1653,breakdown,16.89,4.54
2123,2403,full,395.79,82.91
8528,2381,legal,25.0,1.71
8300,7473,legal,37.5,2.02
9267,5322,breakdown,16.89,4.54
22310,529,full,266.73,55.88
8966,702,breakdown,16.89,4.54
22104,3695,legal,25.0,1.71
23606,5748,legal,25.0,1.71
11189,1824,breakdown,16.89,4.54
13443,7390,breakdown,16.89,4.54
13775,197,legal,25.0,1.71
6236,9797,breakdown,16.89,4.54
10819,5962,breakdown,16.89,4.54
14073,6862,breakdown,16.89,4.54
20997,4366,breakdown,16.89,4.54
21416,9091,breakdown,22.9,5.09
19431,361,legal,25.0,1.71
15210,1755,legal,37.5,2.02
18906,8757,legal,37.5,2.02
13811,140,full,336.07,70.4
6709,5125,legal,69.23,2.27
26857,2830,full,1802.88,377.68
16965,8707,full,295.16,61.83
14292,4059,breakdown,16.89,4.54
11729,1981,full,229.55,48.09
27173,5211,full,171.53,35.94
9211,8166,breakdown,16.89,4.54
4426,7636,legal,37.5,2.02
24454,5166,breakdown,16.89,4.54
29323,6295,breakdown,16.89,4.54
15674,4627,legal,25.0,1.71
7172,6920,breakdown,16.89,4.54
12682,5818,legal,25.0,1.71
18206,6356,breakdown,22.9,5.09
25069,855,full,767.16,160.71
19887,5179,breakdown,22.9,5.09
15505,8308,full,675.65,141.54
1863,8378,legal,25.0,1.71
7477,2550,legal,25.0,1.71
1655,7529,breakdown,22.9,5.09
17178,155,full,152.23,31.89
21701,4583,breakdown,16.89,4.54
24395,7107,full,257.81,54.01
5067,5781,breakdown,16.89,4.54
7263,5644,full,190.09,39.82
14114,1138,breakdown,22.9,5.09
13229,6822,legal,37.5,2.02
968,5328,breakdown,22.9,5.09
8009,6046,full,519.88,108.91
14421,5805,full,244.36,51.19
9114,8757,breakdown,22.9,5.09
17898,9774,legal,25.0,1.71
26181,5404,legal,25.0,1.71
21699,5588,breakdown,25.9,5.91
27789,4824,full,257.34,53.91
23305,9508,full,521.58,109.27
7788,3024,full,168.11,35.21
8035,4759,breakdown,16.89,4.54
21481,7359,legal,69.23,2.27
16901,4637,full,700.23,146.69
9979,2175,full,595.9,124.83
9499,9583,legal,25.0,1.71
21008,2188,full,372.97,78.13
4589,4500,full,561.03,117.53
8299,8817,full,387.14,81.1
12736,5382,legal,25.0,1.71
21286,4031,breakdown,16.89,4.54
24320,5800,legal,25.0,1.71
2125,2032,legal,37.5,2.02
530,5416,legal,25.0,1.71
27199,5187,full,113.85,23.85
15701,6555,breakdown,16.89,4.54
11669,635,full,240.38,50.36
22026,2224,legal,25.0,1.71
4698,4078,breakdown,16.89,4.54
15824,1748,breakdown,22.9,5.09
956,9359,legal,25.0,1.71
2815,6781,breakdown,16.89,4.54
26150,8406,legal,37.5,2.02
20443,9688,legal,25.0,1.71
23897,1558,full,305.04,63.91
10677,6669,breakdown,16.89,4.54
15304,4155,breakdown,22.9,5.09
29827,678,legal,25.0,1.71
24314,8064,breakdown,16.89,4.54
15815,6905,full,113.85,23.85
8116,3821,breakdown,16.89,4.54
24862,9650,full,169.37,35.48
22689,2318,breakdown,16.89,4.54
3891,2264,full,441.31,92.45
12649,9877,breakdown,22.9,5.09
26096,9735,breakdown,16.89,4.54
18996,9965,breakdown,22.9,5.09
28926,2379,legal,25.0,1.71
16426,7664,full,326.5,68.4
3858,5017,full,518.42,108.6
21023,6576,legal,25.0,1.71
29596,2317,breakdown,22.9,5.09
17623,9010,breakdown,16.89,4.54
20820,3587,legal,25.0,1.71
12258,981,legal,25.0,1.71
73,1753,legal,25.0,1.71
7359,1534,breakdown,16.89,4.54
3073,126,full,559.6,117.23
9587,729,legal,25.0,1.71
20223,177,full,598.71,125.42
9953,9142,legal,37.5,2.02
12208,2730,legal,25.0,1.71
19599,8717,breakdown,22.9,5.09
19509,1119,full,101.2,21.2
18321,8088,full,343.41,71.94
25937,4864,breakdown,16.89,4.54
26843,5784,legal,25.0,1.71
26213,7056,full,383.03,80.24
27157,6393,breakdown,16.89,4.54
2293,914,breakdown,16.89,4.54
10214,3994,legal,37.5,2.02
28724,9431,breakdown,16.89,4.54
6046,2407,breakdown,22.9,5.09
25670,214,legal,69.23,2.27
12158,4680,full,101.2,21.2
22341,8259,breakdown,16.89,4.54
23456,2437,legal,25.0,1.71
28266,5973,breakdown,22.9,5.09
8862,2129,breakdown,16.89,4.54
6592,6309,full,200.44,41.99
25022,6602,legal,25.0,1.71
14563,3780,breakdown,16.89,4.54
23649,6638,full,152.23,31.89
27407,8263,legal,25.0,1.71
29571,1551,breakdown,16.89,4.54
14655,7921,legal,37.5,2.02
27357,9904,breakdown,16.89,4.54
28581,3793,legal,25.0,1.71
5306,2433,full,196.93,41.26
21356,2563,legal,25.0,1.71
25179,9581,full,172.87,36.22
25295,7560,breakdown,16.89,4.54
24637,1371,legal,25.0,1.71
11354,2997,full,331.81,69.51
577,7804,breakdown,16.89,4.54
6461,6196,legal,25.0,1.71
25865,7917,breakdown,22.9,5.09
11202,1079,full,152.23,31.89
2381,77,legal,46.13,1.71
2280,9402,breakdown,22.9,5.09
4619,2315,legal,25.0,1.71
10720,4551,legal,37.5,2.02
5891,4315,breakdown,16.89,4.54
21963,643,breakdown,16.89,4.54
23198,4332,breakdown,22.9,5.09
11456,9242,full,443.27,92.86
23900,2034,breakdown,16.89,4.54
15849,8677,breakdown,22.9,5.09
6566,3474,breakdown,16.89,4.54
13361,691,full,196.76,41.22
14017,9096,breakdown,16.89,4.54
27967,7080,breakdown,16.89,4.54
22333,8147,legal,25.0,1.71
26868,1927,legal,25.0,1.71
18596,793,breakdown,16.89,4.54
21651,6384,breakdown,22.9,5.09
28906,9028,breakdown,16.89,4.54
2571,3526,legal,25.0,1.71
17572,4101,legal,37.5,2.02
20185,8063,full,269.83,56.52
10666,764,legal,37.5,2.02
11420,7934,full,629.96,131.97
6904,3263,legal,25.0,1.71
5472,5760,breakdown,16.89,4.54
28072,6196,breakdown,16.89,4.54
28685,2341,breakdown,16.89,4.54
19080,9474,legal,46.13,1.71
19979,6083,legal,30.0,1.71
27247,2656,full,403.47,84.52
17167,7503,breakdown,16.89,4.54
7953,2450,legal,69.23,2.27
9412,4829,legal,37.5,2.02
28074,9019,breakdown,16.89,4.54
15843,1291,breakdown,22.9,5.09
9911,2729,breakdown,16.89,4.54
19527,7176,breakdown,16.89,4.54
6271,8804,legal,25.0,1.71
23214,7967,legal,25.0,1.71
23404,3274,full,169.37,35.48
12454,9473,legal,46.13,1.71
2196,3561,full,236.82,49.61
4614,2605,legal,25.0,1.71
21504,190,breakdown,16.89,4.54
866,6431,full,629.51,131.88
3213,1775,legal,37.5,2.02
22837,3545,breakdown,16.89,4.54
6587,7729,full,514.72,107.82
9557,9929,legal,25.0,1.71
26525,7276,full,172.87,36.22
6848,7720,full,215.34,45.11
14252,1722,full,169.37,35.48
27524,8076,full,171.97,36.03
7130,4585,full,267.04,55.94
20106,4763,breakdown,16.89,4.54
20562,2886,full,101.2,21.2
18028,2073,breakdown,16.89,4.54
17550,663,breakdown,16.89,4.54
22768,396,breakdown,16.89,4.54
13812,5236,full,376.03,78.77
15391,9811,full,849.02,177.86
26439,6025,breakdown,16.89,4.54
9168,8647,legal,25.0,1.71
15194,9976,legal,69.23,2.27
13152,1387,breakdown,16.89,4.54
20256,5225,legal,46.13,1.71
19974,2367,legal,25.0,1.71
29057,6731,full,300.74,63.01
14255,7791,full,172.87,36.22
1857,9939,full,376.33,78.84
19172,8133,full,488.7,102.37
9596,3350,breakdown,16.89,4.54
8590,5406,legal,30.0,1.71
8258,4111,legal,37.5,2.02
4357,3576,breakdown,16.89,4.54
15138,2520,breakdown,22.9,5.09
9439,6274,full,439.54,92.08
7371,9097,legal,25.0,1.71
17250,6647,legal,25.0,1.71
13994,3134,legal,25.0,1.71
2661,7646,breakdown,22.9,5.09
11156,7925,breakdown,16.89,4.54
11953,1380,legal,25.0,1.71
3072,7760,breakdown,16.89,4.54
22562,3774,full,272.87,57.16
14936,6108,breakdown,16.89,4.54
118,2415,full,115.1,24.11
12732,8638,legal,25.0,1.71
9205,9184,legal,69.23,2.27
26488,8619,legal,25.0,1.71
24421,6916,breakdown,16.89,4.54
9894,1170,full,546.63,114.51
18739,4455,full,242.43,50.79
26118,2421,full,407.05,85.27
18743,7401,legal,69.23,2.27
26524,3631,breakdown,16.89,4.54
16880,1347,legal,25.0,1.71
29770,9110,breakdown,16.89,4.54
23441,5417,full,169.37,35.48
12810,3328,legal,25.0,1.71
2975,1125,breakdown,22.9,5.09
25084,8915,full,171.09,35.84
388,7619,full,224.93,47.12
17083,9583,breakdown,16.89,4.54
4260,7880,breakdown,16.89,4.54
25575,4471,breakdown,16.89,4.54
14943,1251,legal,25.0,1.71
7942,3903,breakdown,16.89,4.54
10676,9731,full,289.42,60.63
19917,9154,full,214.89,45.02
11424,3748,breakdown,16.89,4.54
21968,7279,breakdown,22.9,5.09
23493,5427,breakdown,22.9,5.09
17991,5119,breakdown,16.89,4.54
9726,1409,legal,69.23,2.27
2879,3789,full,466.8,97.79
6250,6986,legal,25.0,1.71
7811,9025,full,245.54,51.44
26249,7849,legal,30.0,1.71
14672,6565,full,269.83,56.53
15829,3767,full,220.01,46.09
5992,6285,breakdown,16.89,4.54
1755,7387,legal,25.0,1.71
26427,9707,breakdown,22.9,5.09
15763,1001,legal,25.0,1.71
14587,743,legal,25.0,1.71
26028,2242,full,251.73,52.73
17762,8226,full,463.79,97.16
244,10000,legal,37.5,2.02
16172,5372,breakdown,16.89,4.54
16720,6190,full,295.7,61.95
28383,5476,legal,25.0,1.71
6333,125,legal,,1.71
11479,1354,breakdown,16.89,4.54
16596,7771,full,465.31,97.48
20995,5445,legal,69.23,2.27
28953,3853,breakdown,16.89,4.54
17334,43,full,268.92,56.33
23019,6569,full,238.79,50.02
18639,4178,legal,25.0,1.71
14627,5508,breakdown,25.9,5.91
7643,9262,breakdown,16.89,4.54
11695,6266,full,315.11,66.01
13972,5514,legal,25.0,1.71
20335,8219,legal,37.5,2.02
17564,1626,full,413.58,86.64
27656,7187,legal,25.0,1.71
22537,147,full,150.32,31.49
23617,4348,full,304.4,63.77
6032,5769,legal,25.0,1.71
11220,4912,legal,25.0,1.71
26698,5296,legal,37.5,2.02
12170,4373,full,588.0,123.18
17401,1395,legal,46.13,1.71
17333,6045,full,278.31,58.3
12871,2342,legal,25.0,1.71
28671,2694,full,334.42,70.06
9229,7638,breakdown,16.89,4.54
3593,9340,breakdown,16.89,4.54
4636,5533,legal,25.0,1.71
17808,7698,breakdown,16.89,4.54
18692,4085,full,554.88,116.24
29370,5459,breakdown,22.9,5.09
18500,6284,breakdown,16.89,4.54
21641,4611,breakdown,16.89,4.54
29478,8330,full,301.24,63.11
20075,1791,breakdown,16.89,4.54
12878,6289,legal,25.0,1.71
27518,1630,full,328.07,68.73
9179,4009,legal,37.5,2.02
9420,595,legal,25.0,1.71
28668,1086,breakdown,16.89,4.54
9820,4256,legal,37.5,2.02
29640,9424,full,488.29,102.29
3809,7048,full,315.68,66.13
21018,6385,full,365.06,76.48
6667,5574,breakdown,22.9,5.09
27915,7480,legal,25.0,1.71
27806,8576,breakdown,16.89,4.54
29135,197,full,337.12,70.62
13425,5438,breakdown,16.89,4.54
5038,5291,legal,25.0,1.71
8981,802,legal,37.5,2.02
28597,6994,breakdown,22.9,5.09
23089,7655,breakdown,16.89,4.54
4470,8028,legal,37.5,2.02
21538,8634,full,396.68,83.1
26505,5868,breakdown,16.89,4.54
23218,3621,full,411.84,86.27
15414,2478,legal,92.32,2.83
28346,4387,full,450.4,94.36
5768,2207,legal,25.0,1.71
4217,793,full,566.56,118.69
9131,1641,breakdown,22.9,5.09
20453,6362,breakdown,16.89,4.54
23077,1833,legal,30.0,1.71
15480,4510,breakdown,16.89,4.54
13468,9610,legal,25.0,1.71
1987,1545,breakdown,22.9,5.09
18705,665,breakdown,16.89,4.54
24887,8626,full,537.42,112.58
801,9177,full,281.83,59.04
25280,216,breakdown,16.89,4.54
11105,5731,full,446.42,93.52
18537,2055,full,325.24,68.14
25889,502,full,101.2,21.2
21404,9310,breakdown,16.89,4.54
2532,5620,legal,69.23,2.27
1957,6369,full,390.18,81.74
14533,6914,full,281.83,59.04
147,9207,legal,25.0,1.71
28571,8094,full,550.11,115.24
16621,9993,legal,25.0,1.71
15085,8325,breakdown,22.9,5.09
8350,4421,full,464.51,97.31
3589,9632,legal,25.0,1.71
25803,2309,legal,25.0,1.71
18050,699,full,194.85,40.82
23954,4730,legal,25.0,1.71
16192,1670,legal,25.0,1.71
384,9362,breakdown,16.89,4.54
29575,8966,breakdown,16.89,4.54
22851,9237,full,169.37,35.48
27970,5315,legal,25.0,1.71
8782,8763,full,185.38,38.84
17562,2208,legal,37.5,2.02
12441,3304,breakdown,22.9,5.09
9886,4520,full,242.14,50.72
4294,4011,breakdown,16.89,4.54
22916,7677,full,171.53,35.94
8152,2397,legal,25.0,1.71
14716,858,breakdown,16.89,4.54
23906,3395,legal,25.0,1.71
8835,1346,full,128.98,27.02
14439,4817,legal,46.13,1.71
9367,3979,legal,25.0,1.71
9032,6037,legal,37.5,2.02
14403,6938,full,502.9,105.35
6665,4498,legal,25.0,1.71
1021,5816,legal,25.0,1.71
1529,8628,full,596.83,125.03
9060,1,breakdown,16.89,4.54
11017,908,full,293.77,61.55
648,8309,full,390.6,81.82
9946,6391,full,344.28,72.12
7787,3651,breakdown,16.89,4.54
24930,409,full,172.87,36.22
14236,9156,breakdown,16.89,4.54
20833,4028,legal,46.13,1.71
28993,8272,full,572.59,119.95
23563,3848,breakdown,16.89,4.54
12369,9427,full,312.81,65.53
28309,622,full,334.69,70.12
22841,4075,legal,25.0,1.71
2183,4265,legal,25.0,1.71
20210,4066,full,589.98,123.59
23266,9032,full,292.5,61.27
4644,4203,legal,25.0,1.71
21523,8535,legal,37.5,2.02
2073,9601,breakdown,16.89,4.54
4701,4320,full,298.31,62.49
14196,4632,breakdown,16.89,4.54
28039,8674,full,389.36,81.57
18157,788,legal,46.13,1.71
12726,3108,breakdown,22.9,5.09
21664,4745,legal,25.0,1.71
12551,128,legal,25.0,1.71
19809,6579,breakdown,16.89,4.54
21527,765,breakdown,22.9,5.09
20581,5405,legal,25.0,1.71
1267,9063,full,609.3,127.64
14245,4255,legal,37.5,2.02
20958,4176,full,152.23,31.89
2296,8716,breakdown,16.89,4.54
23840,3254,breakdown,16.89,4.54
14058,4791,legal,25.0,1.71
15453,8627,legal,37.5,2.02
9472,9087,full,505.57,105.91
16627,8689,legal,25.0,1.71
3973,7606,full,410.19,85.93
23040,5142,breakdown,16.89,4.54
6542,3448,breakdown,22.9,5.09
27950,4058,legal,25.0,1.71
17534,9771,full,307.91,64.5
9637,9797,full,152.23,31.89
25210,9446,full,351.34,73.6
489,553,full,227.94,47.75
20108,4574,full,335.82,70.35
16490,6226,legal,25.0,1.71
21261,4215,legal,46.13,1.71
9925,684,full,116.85,24.48
2288,9601,legal,46.13,1.71
13541,1053,full,379.5,79.5
15168,5794,full,437.65,91.68
16961,771,breakdown,22.9,5.09
25977,9350,full,159.86,33.49
11006,302,legal,25.0,1.71
17816,7279,full,423.21,88.66
19777,3139,full,446.17,93.47
25695,9631,legal,37.5,2.02
15015,8419,breakdown,22.9,5.09
24593,4496,legal,69.23,2.27
1572,508,legal,37.5,2.02
12377,8631,full,298.44,62.52
10230,3658,legal,37.5,2.02
17280,8009,full,152.63,31.98
26456,2890,full,860.6,180.29
11414,370,legal,69.23,2.27
8865,588,breakdown,16.89,4.54
5827,6055,breakdown,22.9,5.09
686,4945,breakdown,16.89,4.54
21994,7649,full,282.2,59.12
859,9702,full,251.73,52.73
9293,9959,full,331.1,69.36
17031,5412,legal,25.0,1.71
27438,484,breakdown,22.9,5.09
23118,5080,legal,25.0,1.71
3568,9264,breakdown,16.89,4.54
6462,1905,legal,37.5,2.02
28651,3560,legal,37.5,2.02
21323,2921,breakdown,16.89,4.54
10949,8850,full,586.78,122.93
4402,7841,full,425.84,89.21
1431,9495,legal,25.0,1.71
18169,7550,breakdown,16.89,4.54
28642,4188,legal,37.5,2.02
4873,4188,full,172.87,36.22
22467,9676,legal,46.13,1.71
2904,2488,breakdown,25.9,5.91
17254,6954,breakdown,22.9,5.09
10396,6909,legal,25.0,1.71
26752,8501,breakdown,16.89,4.54
1904,7457,full,101.2,21.2
15993,419,full,739.86,154.99
18863,6842,legal,46.13,1.71
15665,8371,breakdown,16.89,4.54
19435,3554,breakdown,16.89,4.54
21228,1485,legal,46.13,1.71
14000,8395,breakdown,16.89,4.54
8111,6000,breakdown,16.89,4.54
26605,4180,legal,25.0,1.71
11658,8827,full,579.77,121.45
19940,9932,breakdown,16.89,4.54
11159,7632,breakdown,16.89,4.54
11787,7970,legal,25.0,1.71
26219,1456,full,643.75,134.85
27126,1408,breakdown,25.9,5.91
28635,3092,breakdown,16.89,4.54
4660,8383,breakdown,16.89,4.54
21062,6634,legal,25.0,1.71
28478,2003,legal,25.0,1.71
213,3719,breakdown,32.4,6.5
7831,8400,breakdown,16.89,4.54
8289,1055,breakdown,16.89,4.54
15606,1960,legal,25.0,1.71
14576,5216,full,298.4,62.51
27650,7897,legal,25.0,1.71
769,6720,full,398.3,83.44
20431,3934,full,272.87,57.16
689,6811,legal,25.0,1.71
25650,4042,legal,46.13,1.71
22549,7277,full,627.51,131.46
3686,2380,breakdown,16.89,4.54
15298,8298,breakdown,16.89,4.54
25794,6809,legal,25.0,1.71
11298,8240,full,315.45,66.08
21940,1622,legal,37.5,2.02
26685,6537,breakdown,16.89,4.54
24495,9003,breakdown,16.89,4.54
7602,994,full,277.72,58.18
18281,9047,breakdown,16.89,4.54
20642,7049,full,273.21,57.23
4565,1170,legal,37.5,2.02
27814,5112,legal,25.0,1.71
16381,4286,legal,25.0,1.71
23682,1215,legal,25.0,1.71
22846,7245,breakdown,16.89,4.54
3392,4598,breakdown,16.89,4.54
8391,5249,breakdown,16.89,4.54
6990,4663,legal,25.0,1.71
11896,1782,breakdown,16.89,4.54
7176,2486,breakdown,16.89,4.54
14132,1286,full,152.23,31.89
7673,9082,breakdown,16.89,4.54
25030,3275,full,169.37,35.48
25513,8696,legal,37.5,2.02
781,1173,legal,37.5,2.02
11595,3920,full,303.81,63.64
27856,5423,legal,25.0,1.71
14155,359,breakdown,25.9,5.91
20113,2629,legal,25.0,1.71
16823,9085,full,324.61,68.01
19438,9623,legal,25.0,1.71
16544,4947,legal,25.0,1.71
23893,3384,legal,25.0,1.71
21009,4505,full,356.52,74.68
9000,9710,legal,25.0,1.71
24521,6312,full,305.01,63.89
21290,8188,full,204.76,42.89
28475,9095,breakdown,16.89,4.54
23353,3850,legal,46.13,1.71
28251,5089,breakdown,16.89,4.54
6894,470,legal,25.0,1.71
11576,2994,breakdown,16.89,4.54
23859,5602,full,282.46,59.17
18527,9219,legal,25.0,1.71
5745,5287,legal,69.23,2.27
23637,1878,breakdown,16.89,4.54
17351,4682,breakdown,16.89,4.54
23718,3648,legal,25.0,1.71
14732,7205,full,113.87,23.85
13826,9,breakdown,16.89,4.54
12737,9687,full,322.13,67.48
23364,7075,breakdown,16.89,4.54
11393,8887,full,1030.71,215.92
28501,6789,breakdown,16.89,4.54
5095,4769,legal,25.0,1.71
663,6528,breakdown,25.9,5.91
14491,4546,breakdown,16.89,4.54
6327,6625,full,227.0,47.55
24829,8304,full,342.35,71.72
14189,531,breakdown,16.89,4.54
4299,6349,legal,25.0,1.71
29302,4386,breakdown,16.89,4.54
7867,5872,legal,25.0,1.71
12576,7102,full,465.71,97.56
15049,8346,full,343.99,72.06
1919,6279,legal,25.0,1.71
8568,5230,legal,25.0,1.71
15261,3107,breakdown,16.89,4.54
4767,9224,full,296.7,62.15
7042,4172,legal,37.5,2.02
10136,6028,legal,25.0,1.71
17889,2888,breakdown,16.89,4.54
17797,30,breakdown,16.89,4.54
16707,188,legal,25.0,1.71
3702,1798,full,621.48,130.19
8769,7681,breakdown,16.89,4.54
22012,9423,breakdown,22.9,5.09
28270,6874,full,219.77,46.04
2860,5347,legal,25.0,1.71
20088,4593,legal,25.0,1.71
26123,9052,legal,25.0,1.71
3257,3798,breakdown,16.89,4.54
11544,4635,full,298.43,62.52
22171,182,legal,25.0,1.71
25882,7302,full,101.2,21.2
12718,5804,legal,25.0,1.71
17746,9329,full,607.39,127.24
13231,6327,breakdown,16.89,4.54
6174,6480,full,481.95,100.96
3229,7459,breakdown,16.89,4.54
19534,911,breakdown,16.89,4.54
6678,8734,breakdown,16.89,4.54
8799,9584,legal,25.0,1.71
27531,5603,full,210.55,44.11
17729,9123,legal,25.0,1.71
28082,8875,full,169.37,35.48
15583,9481,breakdown,25.9,5.91
19642,1717,legal,25.0,1.71
5984,9160,breakdown,22.9,5.09
740,7283,full,280.2,58.7
15594,8671,breakdown,16.89,4.54
6546,1196,legal,25.0,1.71
12355,4873,breakdown,16.89,4.54
26841,8591,full,349.17,73.15
18864,6146,breakdown,16.89,4.54
25863,1245,breakdown,16.89,4.54
13573,4208,full,150.32,31.49
3000,3828,breakdown,16.89,4.54
5071,5599,legal,25.0,1.71
22460,1381,legal,46.13,1.71
12960,4965,full,340.24,71.28
17569,6941,breakdown,16.89,4.54
16571,1425,legal,37.5,2.02
4474,1198,breakdown,16.89,4.54
24764,8160,full,241.17,50.52
27879,2800,legal,37.5,2.02
7321,7981,legal,25.0,1.71
9948,3848,legal,25.0,1.71
7531,5555,legal,25.0,1.71
18977,2962,legal,25.0,1.71
11757,9835,full,425.23,89.08
15405,1882,breakdown,16.89,4.54
12903,4705,full,1178.32,246.85
11187,9533,breakdown,25.9,5.91
21456,717,full,250.47,52.47
21217,7102,legal,46.13,1.71
13088,2120,breakdown,22.9,5.09
1271,7100,breakdown,16.89,4.54
3725,9865,breakdown,16.89,4.54
20537,9162,full,210.76,44.16
3660,8128,full,152.23,31.89
6084,5839,full,585.44,122.64
5469,7555,legal,25.0,1.71
4336,291,full,189.75,39.75
11210,9513,full,319.15,66.86
19331,2623,breakdown,16.89,4.54
7702,2722,legal,25.0,1.71
12003,2577,legal,46.13,1.71
545,5009,full,322.77,67.62
24223,1121,breakdown,22.9,5.09
23585,7557,full,414.92,86.92
10905,1860,breakdown,16.89,4.54
10221,9853,full,172.1,36.05
13999,5226,breakdown,16.89,4.54
